0.136695,0.194696,0.208534,0.0457558,-0.634445,0.149565,-0.327363,0.159054,-0.0357429,0.887838,0.39021,-0.527068,0.138123,0.0763907,0.244828,0.927629,0.355624,-0.386569,0.244397,0.354365,-0.231532,-0.293254,0.00345741,-0.0204914,-0.156408,-0.429008,-0.342879,-0.00636407,0.347418,0.687686,0.164235,0.830579,0.382987,0.245705,-0.668147,-0.540647,0.198674,0.153785,0.230232,-0.558631
-0.0720728,0.423719,0.0300057,0.0897733,-0.421924,0.175136,-0.46514,0.278165,0.0604767,0.517671,0.411491,-0.231702,0.101131,-0.0440073,0.173962,0.60952,0.0904298,-0.392744,0.196781,0.366421,0.109523,-0.365283,0.132833,0.126596,0.183322,-0.309945,-0.264786,-0.0683445,0.444006,0.442896,0.310741,0.786961,0.391182,0.305387,-0.502706,-0.563677,0.00714604,0.0367812,0.301291,-0.338041
-0.207451,0.199569,-0.166044,0.253551,-0.383402,-0.159541,-0.418368,0.160836,0.0972142,0.446813,0.655258,-0.566928,-0.137763,0.130535,0.235148,0.301957,-0.181154,-0.596501,0.031695,-0.0235731,0.389345,-0.642609,-0.133261,0.356716,0.355996,-0.522524,-0.310264,0.00519555,0.61236,-0.271883,0.213797,0.485319,0.594923,-0.161921,-0.262992,-0.569568,0.0056736,-0.137538,0.336344,-0.285665
-0.644659,0.23263,-0.0237575,0.126805,-0.456485,0.0380375,-0.53346,0.0512493,0.0132646,0.583768,0.459036,-0.186526,0.0650512,0.093451,0.186756,0.809779,-0.0825057,-0.51628,-0.00333228,0.111029,0.0515898,-0.208961,-0.157459,0.258181,0.212407,-0.178271,-0.237311,0.0498545,0.639871,0.234702,0.262939,0.137343,0.520096,0.272618,-0.312824,-0.612218,-0.0202889,-0.146954,0.103904,-0.417271
-0.398677,0.553928,-0.142636,0.300424,-0.638396,0.189189,-0.500621,-0.19402,-0.203451,0.335502,0.493372,-0.02949,-0.580008,-0.00359543,0.206807,0.393738,-0.355504,-0.0549062,0.55819,0.0411476,0.727421,-0.428181,-0.391063,0.450882,0.338994,-0.233228,-0.392163,0.152005,0.43483,-0.378121,-0.312883,0.0229902,0.832157,0.290713,-0.259116,-0.756642,0.0951347,0.465106,0.406804,-0.58592
-0.168087,0.324552,-0.234825,0.096556,-0.464204,0.23022,-0.638901,-0.333637,-0.0641343,0.387474,0.659028,-0.637624,-0.397,0.287932,-0.157762,0.486204,-0.0903495,-0.224535,0.351147,-0.0538284,0.333998,-0.624646,-0.615163,0.207902,-0.108821,-0.243232,-0.443557,-0.334063,0.552433,-0.317136,-0.285275,0.298506,0.576593,0.269676,-0.252247,-0.551992,0.104374,0.0674332,0.105837,-0.733846
0.12332,0.109875,-0.482624,0.0670943,-0.0995423,-0.113294,-0.620018,-0.308129,0.052944,0.142097,0.526231,-0.552362,-0.0922531,-0.135345,-0.0527477,0.16804,0.0201435,-0.319076,-0.0535372,0.246912,0.100123,-0.432932,-0.0703934,0.281577,0.0945396,-0.240171,-0.170625,-0.365243,0.448879,0.0341293,0.162053,0.614896,0.166563,0.0480714,-0.239653,-0.373573,-0.244457,-0.13151,0.29054,-0.17481
-0.286286,0.306119,-0.524662,-0.125768,-0.0350418,-0.259931,-0.601893,0.0598189,-0.337048,0.128976,0.427966,-0.381769,-0.222244,-0.355907,0.465348,0.0374452,-0.134537,-0.5036,0.0490105,-0.247056,0.556895,-0.380016,0.398661,0.544449,0.628576,-0.430563,-0.482448,-0.302175,0.227159,-0.27213,0.238507,0.415969,0.42355,0.0280294,-0.0817731,-0.97241,-0.7163,-0.0213088,0.383456,0.105534
-0.204013,-0.0736999,-0.287095,-0.366089,0.0777426,-0.125726,-0.168145,-0.200626,-0.109304,-0.329736,0.426751,-0.346547,-0.818232,0.0332667,0.487927,0.213115,-0.286082,0.55996,0.158837,-0.095872,0.410033,-0.928491,0.172234,0.264594,0.0660911,-0.498625,0.0238964,0.171681,0.0943041,-0.221749,-0.016829,0.18072,0.790402,0.0185689,0.13434,-0.809079,-0.0667583,0.211789,0.124709,-0.211064
0.235158,-0.0331958,-0.181338,0.000873737,-0.179463,0.16972,-0.103231,-0.27314,-0.162484,-0.0517148,0.172766,-0.33419,-0.819738,0.397983,0.41639,0.616901,-0.172899,0.355691,0.296226,-0.257065,0.0481621,-0.690933,-0.202819,0.0909085,-0.121196,-0.137386,-0.149141,0.399031,0.374179,-0.142769,-0.369108,-0.042174,0.73845,0.153819,-0.154946,-0.576076,0.317711,0.222105,0.147514,-0.372674
0.179693,-0.207967,0.0517267,-0.192531,0.113167,0.0602627,-0.228664,-0.0640017,0.311261,0.0709216,0.218832,-0.710054,-0.89563,0.419154,0.28502,0.788012,0.124539,0.013484,0.224582,-0.198551,0.108659,-0.837609,-0.139524,-0.16548,-0.254965,-0.408686,0.0259268,0.0170039,0.0311131,0.325518,0.0328943,0.219168,0.239388,0.0870671,0.00549344,-0.603902,0.168922,0.259895,-0.12118,-0.499853
