-1.29879,-1.02505,-1.54551,-2.20089,-2.84188,4.17751,3.37739,-0.917489,-2.96249,-3.36837,1.36195,0.308077
0.161062,-0.0936885,0.31365,1.01406,-0.160869,-1.76115,-0.218618,0.324486,-0.557562,-2.44115,-3.61052,-2.48473
-1.96065,2.37287,-1.89073,-1.25684,1.00386,-1.009,-2.26896,0.427797,-3.66899,1.33768,0.198183,0.741569
0.999403,-1.45324,1.26605,-1.37483,0.739518,1.65401,0.404848,-0.589153,-3.17292,-2.45199,-1.60383,-1.18697
-2.1291,-1.39067,-1.60495,1.23081,2.04996,-0.124998,0.464013,-4.08071,0.0725517,0.657033,1.3315,-2.70293
-0.362749,1.55923,-0.871893,-2.0657,-0.710767,-1.31146,0.0804368,0.414839,-0.21774,-0.067014,-4.01801,-1.02011
-0.962056,1.40642,-0.0821338,-1.60578,-4.16296,-0.218603,-0.67745,-2.08888,-1.01962,0.0402169,1.09812,2.50471
-1.35572,-1.96959,-0.711852,1.15224,-1.43567,-3.74625,-1.36776,-0.303358,0.755997,2.10819,-1.04267,1.41751
-0.286626,-0.101651,-3.05177,0.259126,-0.576706,1.24638,-0.30997,-2.39458,-2.77003,-0.301172,-2.19636,1.23728
1.95594,-2.75594,-1.76026,1.22049,-2.36499,0.551946,-1.36295,2.47527,-1.52263,-1.06484,-0.9517,0.480016
-2.59083,-1.82484,0.347602,0.453616,-1.6547,2.8737,-2.55619,0.605874,0.433244,-0.137653,5.47629,-4.75717
1.97994,-0.0979684,1.08989,-1.64726,0.651212,-3.01869,0.689324,-1.87605,2.34396,-4.66991,0.742309,-3.26509
0.534381,-3.74684,-0.704443,-1.10709,2.22775,-0.641438,-1.96582,0.567427,-1.60675,-2.95495,0.980654,2.99247
0.690429,-1.51107,0.944173,-2.94348,-0.826428,0.976574,-2.34718,-1.00592,-3.26503,2.62247,-0.266048,0.964567
-1.52873,-2.01451,0.866279,0.43406,-2.43228,-0.833765,-2.48557,-0.391731,0.00634884,0.514788,-0.010585,1.39239
0.725609,-3.83576,-2.84805,0.0268841,-1.11453,0.06568,-0.787303,2.23228,0.36789,0.626075,-3.41562,1.97184
-2.08738,1.89808,-5.43304,-0.0717487,1.37464,-1.40402,-1.90007,0.30936,3.30459,0.988706,0.19111,-0.525799
-0.0669468,-1.18453,1.34121,-4.85473,-0.79268,1.68668,0.109181,-3.84354,-0.13786,2.15698,0.113063,-0.780675
-0.95846,-0.0313347,-0.542919,-0.473292,-2.09813,-0.336939,0.053104,0.130126,-0.309798,-0.165398,-2.43216,-2.31809
-1.28544,1.22951,-1.01769,-3.34449,1.60105,-0.89923,-3.13095,3.47837,-2.77381,-1.98176,0.873395,0.954207
-1.97784,1.80905,1.41114,2.3557,-2.31805,-3.1672,-1.45589,-2.08684,-1.58073,1.05499,3.66394,-3.79654
2.39798,-1.76966,-1.3394,-1.21348,1.25131,-2.90397,1.91702,-1.33761,-2.71462,-2.53167,-2.41952,3.06532
-0.99241,-3.47517,-0.202409,0.180499,-3.25779,0.194722,-0.251192,-1.62671,0.0793072,-2.10029,0.763925,4.11302
0.363677,-0.425585,1.26456,1.44992,-0.810932,-0.216284,-1.527,-1.50496,-2.40827,-1.52486,0.131895,-0.725347
-0.5835,-2.37708,1.75955,1.71187,-0.341529,-1.5543,0.0864104,-2.03457,-2.09795,-1.46797,-1.17983,1.00258
-2.34877,0.723343,1.75819,-4.17271,0.395627,-2.2142,1.67964,0.941303,3.02524,-3.53578,0.39266,-1.21234
0.170475,0.886929,-3.88181,0.0182523,-0.529685,-0.464502,-0.187913,-2.32495,1.50455,0.377845,-1.58687,-1.01987
0.356756,0.52221,-1.33076,-0.254075,-3.30817,-1.13551,0.471656,-1.00162,-0.0352002,-0.389803,-2.5476,0.609083
1.23486,-1.29828,1.37759,-0.138315,2.08282,-0.756484,-2.79643,0.99913,-1.89206,0.19816,-1.35671,-3.55397
-0.883589,-5.04791,-2.3741,-1.3801,0.188184,0.621322,1.0899,1.66582,2.03948,-2.62955,1.27683,-0.537442
-1.39884,-1.32254,-1.32337,1.75168,1.92178,-0.66405,-2.76006,-2.08686,-0.569449,-1.68193,0.788946,1.24284
-1.719,-2.98539,0.101069,1.46483,-1.25734,3.9944,-1.58001,1.00581,-1.83966,-2.70236,1.33411,-0.696145
1.58997,1.02449,1.0626,0.425824,-3.22704,-0.0507508,-3.16849,0.5388,-0.0276749,-1.01661,-2.89632,-1.60382
0.0281979,-2.50102,0.306029,-3.50263,0.448587,-1.68466,-0.786897,0.925883,0.861846,1.41712,-0.980215,-1.63465
-0.778357,-0.846371,-0.30508,0.524251,1.35921,-0.254959,0.0726012,-3.94735,0.565144,0.150167,-2.73464,-2.06554
-1.99361,3.78666,-1.99924,-0.680967,1.0265,-0.0304457,0.0666079,-1.05493,-2.37946,-2.99158,0.384729,0.832345
-0.263807,1.10571,-0.53044,-2.2349,-0.479449,0.442552,-2.00968,0.466852,-2.76087,2.34562,-0.773413,-0.89644
-3.4213,0.121468,0.340063,-0.313639,-3.38711,0.34859,0.728548,0.556884,-0.268049,-1.24856,-0.638551,-0.864296
-1.01995,0.905456,-0.0655345,0.944986,-2.45667,-0.340579,-1.00268,0.887136,-2.74369,-2.93279,1.28429,-0.180365
-1.27934,0.252195,0.188494,0.0706999,0.43375,-1.68467,1.26507,-3.02227,-2.52573,-2.11225,0.657193,0.157623
